C*******************************************************************************
C
C                  INTEGRATED WATER FLOW MODEL (IWFM)
C
C*******************************************************************************
C
C                           STRATIGRAPHY FILE
C                         Discretization Component
C                           *** Version 4.0 ***
C
C
C             Project:  C2VSim Coarse Grid (C2VSimCG)
C                       California Central Valley Groundwater-Surface Water Simulation Model
C             Filename: C2VSimCG_Stratigraphy.dat
C             Version:  C2VSimCG v2025 
C
C*******************************************************************************
C
C  California Central Valley Groundwater-Surface Water Flow Model - Coarse Grid (C2VSimCG)
C  Copyright (C) 2003-2025
C  State of California, Department of Water Resources 
C
C  This model is free: you can redistribute it and/or modify it 
C  under the terms of the GNU General Public License as published 
C  by the Free Software Foundation, either version 3 of the License, 
C  or (at your option) any later version.
C
C  This model is distributed in the hope that it will be useful, but  
C  WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY
C  or FITNESS FOR A PARTICULAR PURPOSE. See the GNU General Public 
C  License for more details.
C
C  You should have received a copy of the GNU General Public License 
C  along with this model. If not, see (https://www.gnu.org/licenses/).
C
C  For technical support, e-mail: IWFMtechsupport@water.ca.gov 
C
C*******************************************************************************
C                          File Description
C
C   This data file contains:
C   *the ground surface elevation, 
C   *the number of aquifer layers to be modeled, and
C   *the thickness of each aquifer and corresponding confining layer (if any)
C   at each groundwater node within the model domain.
C
C*******************************************************************************
C                   Stratigraphy Specification Data
C
C   NL;    Number of layers to be modeled
C   FACT;  Conversion factor for elevations and thicknesses in the 
C          stratigraphic data 
C-------------------------------------------------------------------------------
C   VALUE                         DESCRIPTION
C-------------------------------------------------------------------------------
    4                             /NL
    1.0                           /FACT
C-------------------------------------------------------------------------------
C*******************************************************************************
C                         Stratigraphy Data
C
C  *The stratigraphy data represents the geology that deals with the origin, 
C   composition, distribution and succession of groundwater layers.
C
C  *Each groundwater layer is specified as an aquifer and aquiclude or aquitard. 
C   If there is no aquiclude or aquitard within the layer, specify a thickness
C   of zero
C
C  *The stratigraphy data includes the ground surface elevation, as well as the 
C   thickness of the aquifer, aquitard, or aquiclude at each groundwater node
C
C   ID;      Groundwater node
C   ELV;     Ground surface elevation with respect to a common datum; [L]
C   W(1);    Thickness of aquiclude in Layer 1; [L]
C   W(2);    Thickness of aquifer in Layer 1; [L]
C   W(3);    Thickness of aquiclude in Layer 2; [L]
C   W(4);    Thickness of aquifer in Layer 2; [L]
C   W(5);    Thickness of aquiclude in Layer 3; [L]
C   W(6);    Thickness of aquifer in Layer 3; [L]
C
C-------------------------------------------------------------------------------------------------
C    Node  Elevation   ---Layer #1---      ---Layer #2---      ---Layer #3---      ---Layer #4---
C     ID    ELV        W(1)      W(2)      W(3)      W(4)      W(5)      W(6)      W(7)      W(8)
C-------------------------------------------------------------------------------------------------
      1    576.95      0.00    113.69      0.00    106.37      0.00    152.80      0.00     50.00
      2    683.75      0.00    176.92      0.00    119.59      0.00    116.60      0.00     50.00
      3    712.80      0.00    190.84      0.00    121.52      0.00    101.99      0.00     50.00
      4    730.10      0.00    198.56      0.00    124.74      0.00    112.17      0.00     50.00
      5    462.64      0.00    102.67      0.00    131.62      0.00    112.44      0.00     50.00
      6    588.58      0.00    185.60      0.00    145.64      0.00    143.84      0.00     50.00
      7    706.04      0.00    238.07      0.00    131.87      0.00    131.97      0.00     50.00
      8    608.89      0.00    208.19      0.00    109.21      0.00    104.70      0.00     50.00
      9    455.65      0.00    137.99      0.00    140.36      0.00    139.03      0.00     50.00
     10    554.18      0.00    254.10      0.00    177.13      0.00    164.06      0.00     50.00
     11    459.63      0.00    144.82      0.00    145.34      0.00    143.31      0.00     50.00
     12    854.02      0.00    324.77      0.00    167.95      0.00    142.30      0.00     50.00
     13   1056.00      0.00    539.91      0.00     96.21      0.00     90.84      0.00     50.00
     14    795.24      0.00    364.16      0.00    102.94      0.00    109.73      0.00     50.00
     15    416.54      0.00    152.08      0.00    175.60      0.00    182.19      0.00     50.00
     16    495.64      0.00    285.28      0.00    227.77      0.00    127.61      0.00     66.28
     17    498.63      0.00    244.08      0.00    243.84      0.00    101.42      0.00     90.16
     18    779.48      0.00    441.20      0.00    162.46      0.00    160.81      0.00     50.00
     19    897.42      0.00    256.04      0.00    103.46      0.00    141.81      0.00     50.00
     20    817.60      0.00    340.33      0.00    140.68      0.00    139.97      0.00     50.00
     21    595.46      0.00    288.33      0.00    194.75      0.00    188.47      0.00     50.82
     22    402.54      0.00    397.35      0.00    155.75      0.00     50.00      0.00    584.93
     23    458.57      0.00    369.35      0.00    178.93      0.00     50.00      0.00    314.52
     24    634.43      0.00    444.05      0.00    187.86      0.00    182.04      0.00     50.00
     25    623.23      0.00    184.03      0.00    124.53      0.00    116.72      0.00     50.00
     26    622.58      0.00    235.60      0.00    164.25      0.00    169.38      0.00     50.00
     27    668.04      0.00    526.51      0.00    314.42      0.00     65.27      0.00    391.70
     28    586.55      0.00    728.09      0.00     65.28      0.00     50.00      0.00   1381.88
     29    372.31      0.00    373.77      0.00    326.92      0.00    216.06      0.00     50.00
     30    588.60      0.00    417.55      0.00    222.01      0.00    228.33      0.00     50.00
     31    617.80      0.00    335.88      0.00     99.89      0.00    120.24      0.00     50.00
     32    731.76      0.00    258.56      0.00    133.87      0.00    129.41      0.00     50.00
     33    713.59      0.00    217.79      0.00    149.69      0.00    185.29      0.00     50.00
     34    522.00      0.00    261.66      0.00    208.77      0.00    253.99      0.00     50.00
     35    436.42      0.00    380.60      0.00    374.34      0.00     94.45      0.00    671.61
