C*******************************************************************************                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C                  INTEGRATED WATER FLOW MODEL (IWFM)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C*******************************************************************************                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C                  ELEMENT PUMPING SPECIFICATION FILE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C                          Pumping Component                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C                         *** Version 4.0 ***                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C             Project:  C2VSim Coarse Grid (C2VSimCG)
C                       California Central Valley Groundwater-Surface Water Simulation Model
C             Filename: C2VSimCG_ElemPump.dat
C             Version:  C2VSimCG v2025 
C
C*******************************************************************************
C
C  California Central Valley Groundwater-Surface Water Flow Model - Coarse Grid (C2VSimCG)
C  Copyright (C) 2003-2025
C  State of California, Department of Water Resources 
C
C  This model is free: you can redistribute it and/or modify it 
C  under the terms of the GNU General Public License as published 
C  by the Free Software Foundation, either version 3 of the License, 
C  or (at your option) any later version.
C
C  This model is distributed in the hope that it will be useful, but  
C  WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY
C  or FITNESS FOR A PARTICULAR PURPOSE. See the GNU General Public 
C  License for more details.
C
C  You should have received a copy of the GNU General Public License 
C  along with this model. If not, see (https://www.gnu.org/licenses/).
C
C  For technical support, e-mail: IWFMtechsupport@water.ca.gov 
C
C*******************************************************************************
C                          File Description
C
C   This data file contains the specification data for element pumping.
C
C*******************************************************************************
C
C   NSINK ;  Number of elements used for element pumping
C
C-------------------------------------------------------------------------------
C   VALUE                       DESCRIPTION
C-------------------------------------------------------------------------------
     5568                       / NSINK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C-------------------------------------------------------------------------------
C*******************************************************************************
C              List of elements for pumping and their corresponding parameters
C
C   ID       ; Element identification number corresponding to the pumping
C   ICOLSK   ; Element pumping - this number corresponds to the appropriate data 
C               column in the Time Series Pumping File
C               * Enter 0 if pumping will not be read from the Time Series
C                  Pumping File (for instance, in a situation where pumping is 
C                  calculated by an external program)
C   FRACSK    ; Relative proportion of the pumping in column ICOLSK to be applied
C               to element ID
C   IOPTSK   ; Option for distribution of pumping at the delivery destination
C               0 = to distribute the pumping according to the given relative
C                     fraction, FRACSK
C               1 = to distribute the pumping in proportion to FRACSK
C                     times the total area of the destination for pumping
C               2 = to distribute the pumping in proportion to FRACSK
C                     times the developed area (ag. and urban) at the destination 
C                     for pumping
C               3 = to distribute the pumping in proportion to FRACSK
C                     times the ag. area at the destination for pumping
C               4 = to distribute the pumping in proportion to FRACSK
C                     times the urban area at the destination for pumping
C   FRACSKL  ; The distribution factor of pumping for each aquifer layer; i.e. for
C               layers 1 to NL 
C   TYPDSTSK ; Destination where the pumping is delivered to 
C              -1 = pumping is used in the same element that pumping occurs
C               0 = Pumping goes outside the model domain
C               2 = Pumping goes to element DSTSK (see below)
C               4 = Pumping goes to subregion DSTSK (see below)
C               6 = Pumping goes to a group of elements with ID DSTDL 
C                     (element groups are listed after this section)
C   DSTSK    ; Destination number for element pumping delivery
C               * Enter any number if TYPDSTSK is set to -1 or 0
C   ICFIRIGSK; Fraction of the pumping that is used for irrigation purposes -
C               this number corresponds to the appropriate data column in the 
C               Irrigation Fractions Data File
C               * Enter 0 if pumping is delivered outside the model domain
C   ICADJSK  ; Supply adjustment specification - this number corresponds to 
C               the data column in the Supply Adjustment Specifications 
C               Data File 
C               * Enter 0 if element pumping will not be adjusted
C   ICSKMAX  ; Maximum pumping amount - this number corresponds to the 
C               appropriate data column in the Time Series Pumping File 
C               * Enter 0 if a maximum pumping amount does not apply
C   FSKMAX   ; Fraction of data value specified in column ICSKMAX to be used as
C               maximum pumping amount
C             
C-----------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C  ID  ICOLSK   FRACSK   IOPTSK   FRACSKL(1)  FRACSKL(2)  FRACSKL(3) FRACSKL(4)   TYPDSTSK   DSTSK   ICFIRIGSK   ICADJSK  ICSKMAX  FSKMAX                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C-----------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
    1     1     1.000     3       0.05343     0.25546     0.35421    0.33693       -1         0       1           3         0       1       / AgWell
    2     1     1.000     3       0.18193     0.29787     0.23113    0.28913       -1         0       1           3         0       1       / AgWell
    3     1     1.000     3       0.13675     0.25838     0.25431    0.35044       -1         0       1           3         0       1       / AgWell
    4     1     1.000     3       0.53340     0.28720     0.09060    0.08860       -1         0       1           3         0       1       / AgWell
    5     1     1.000     3       0.20061     0.34267     0.32744    0.12950       -1         0       1           3         0       1       / AgWell
    6     1     1.000     3       0.26181     0.36288     0.32219    0.05306       -1         0       1           3         0       1       / AgWell
    7     1     1.000     3       0.12227     0.29494     0.38896    0.19388       -1         0       1           3         0       1       / AgWell
    8     1     1.000     3       0.27593     0.44936     0.26746    0.00711       -1         0       1           3         0       1       / AgWell
    9     1     1.000     3       0.40406     0.50671     0.08920    0.00000       -1         0       1           3         0       1       / AgWell
   10     1     1.000     3       0.42758     0.38291     0.18351    0.00611       -1         0       1           3         0       1       / AgWell
   11     1     1.000     3       0.50615     0.23165     0.08305    0.17920       -1         0       1           3         0       1       / AgWell
   12     1     1.000     3       0.61548     0.34395     0.04057    0.00000       -1         0       1           3         0       1       / AgWell
   13     1     1.000     3       0.62540     0.36167     0.01293    0.00000       -1         0       1           3         0       1       / AgWell
   14     1     1.000     3       0.57857     0.40157     0.01979    0.00000       -1         0       1           3         0       1       / AgWell
   15     1     1.000     3       0.79453     0.20547     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   16     1     1.000     3       0.67574     0.32061     0.00370    0.00000       -1         0       1           3         0       1       / AgWell
   17     1     1.000     3       0.35523     0.27050     0.13238    0.24177       -1         0       1           3         0       1       / AgWell
   18     1     1.000     3       0.68228     0.31772     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   19     1     1.000     3       0.87878     0.11887     0.00235    0.00000       -1         0       1           3         0       1       / AgWell
   20     1     1.000     3       0.97249     0.02751     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   21     1     1.000     3       0.77881     0.22119     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   22     1     1.000     3       0.00000     0.07000     0.28578    0.64422       -1         0       1           3         0       1       / AgWell
   23     1     1.000     3       0.06030     0.17515     0.34015    0.42442       -1         0       1           3         0       1       / AgWell
   24     1     1.000     3       0.19693     0.41707     0.36464    0.02129       -1         0       1           3         0       1       / AgWell
   25     1     1.000     3       0.52314     0.44129     0.03557    0.00000       -1         0       1           3         0       1       / AgWell
   26     1     1.000     3       0.97536     0.02464     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   27     1     1.000     3       0.99830     0.00170     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   28     1     1.000     3       0.90028     0.09972     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   29     1     1.000     3       0.77756     0.22244     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   30     1     1.000     3       0.11378     0.20011     0.21711    0.46889       -1         0       1           3         0       1       / AgWell
   31     1     1.000     3       0.05894     0.25306     0.34439    0.34356       -1         0       1           3         0       1       / AgWell
   32     1     1.000     3       0.32577     0.41423     0.25785    0.00204       -1         0       1           3         0       1       / AgWell
   33     1     1.000     3       0.61606     0.38273     0.00121    0.00000       -1         0       1           3         0       1       / AgWell
   34     1     1.000     3       0.95903     0.04097     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   35     1     1.000     3       1.00000     0.00000     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   36     1     1.000     3       1.00000     0.00000     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   37     1     1.000     3       0.20491     0.11727     0.10264    0.57518       -1         0       1           3         0       1       / AgWell
   38     1     1.000     3       0.08463     0.05475     0.20438    0.65613       -1         0       1           3         0       1       / AgWell
   39     1     1.000     3       0.53852     0.25693     0.07073    0.13382       -1         0       1           3         0       1       / AgWell
   40     1     1.000     3       0.66289     0.32497     0.01213    0.00000       -1         0       1           3         0       1       / AgWell
   41     1     1.000     3       0.61938     0.38063     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   42     1     1.000     3       0.94405     0.05595     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   43     1     1.000     3       1.00000     0.00000     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   44     1     1.000     3       0.40005     0.19086     0.00264    0.40645       -1         0       1           3         0       1       / AgWell
   45     1     1.000     3       0.28721     0.13703     0.09639    0.47936       -1         0       1           3         0       1       / AgWell
   46     1     1.000     3       0.67700     0.32300     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   47     1     1.000     3       0.67700     0.32300     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   48     2     1.000     3       0.64850     0.31280     0.03860    0.00000       -1         0       1           3         0       1       / AgWell
   49     2     1.000     3       0.67700     0.32300     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   50     2     1.000     3       0.54850     0.45150     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   51     2     1.000     3       0.89075     0.10925     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   52     1     1.000     3       1.00000     0.00000     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   53     2     1.000     3       0.96539     0.03461     0.00000    0.00000       -1         0       1           3         0       1       / AgWell
   54     2     1.000     3       0.65958     0.31025     0.03017    0.00000       -1         0       1           3         0       1       / AgWell
   55     2     1.000     3       0.53675     0.27625     0.18675    0.00000       -1         0       1           3         0       1       / AgWell
