C*******************************************************************************
C
C                  INTEGRATED WATER FLOW MODEL (IWFM)
C
C*******************************************************************************
C
C                 RICE/REFUGE POND DEPTH DATA FILE
C                       Root Zone Component
C                       *** Version 4.13 ***
C
C
C             Project:  C2VSim Coarse Grid (C2VSimCG)
C                       California Central Valley Groundwater-Surface Water Simulation Model
C             Filename: C2VSimCG_PondedCrop_Depth.dat
C             Version:  C2VSimCG v2025 
C
C*******************************************************************************
C
C  California Central Valley Groundwater-Surface Water Flow Model - Coarse Grid (C2VSimCG)
C  Copyright (C) 2003-2025
C  State of California, Department of Water Resources 
C
C  This model is free: you can redistribute it and/or modify it 
C  under the terms of the GNU General Public License as published 
C  by the Free Software Foundation, either version 3 of the License, 
C  or (at your option) any later version.
C
C  This model is distributed in the hope that it will be useful, but  
C  WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY
C  or FITNESS FOR A PARTICULAR PURPOSE. See the GNU General Public 
C  License for more details.
C
C  You should have received a copy of the GNU General Public License 
C  along with this model. If not, see (https://www.gnu.org/licenses/).
C
C  For technical support, e-mail: IWFMtechsupport@water.ca.gov 
C
C*******************************************************************************
C                           File Description
C
C   This data file contains a set of ponding depths for rice fields and refuges.
C   These values are correlated to individual grid elements through the Rice/Refuge 
C   Data File.
C
C*******************************************************************************
C                 Rice/Refuge Pond Depth Data Specifications
C
C   NCOLPND  ; Number of pond depth data columns
C   FACTPND  ; Conversion factor for pond depths 
C   NSPPND   ; Number of time steps to update the pond depths
C               * Enter any number if time-tracking option is on
C   NFQPND   ; Repetition frequency of the pond depth data 
C               * Enter 0 if full time series data is supplied
C               * Enter any number if time-tracking option is on
C   DSSFL    ; The name of the DSS file for data input 
C               * Leave blank if DSS file is not used for data input
C
C-------------------------------------------------------------------------------
C         VALUE                                      DESCRIPTION
C-------------------------------------------------------------------------------
          5                                          / NCOLPND
          1.0                                        / FACTPND 
          1                                          / NSPPND 
          0                                          / NFQPND
                                                     / DSSFL
C----------------------------------------------------------------------------------------------
C                         Rice/Refuge Pond Depth Data 
C                            (READ FROM THIS FILE)
C
C   List the rice/refuge pond depths below, if it will not be read from
C   a DSS file (i.e. DSSFL is left blank above).
C
C   TIME ;  Time
C   PND  ;  Pond depths; [L]
C
C----------------------------------------------------------------------------------------------
C       TIME        PND[1]   PND[2]   PND[3]   PND[4]   PND[5]  
C----------------------------------------------------------------------------------------------
 10/31/1973_24:00     0.13     0.00     0.00     0.29     0.50
 11/30/1973_24:00     0.46     0.00     0.00     0.57     1.00
 12/31/1973_24:00     0.33     0.00     0.00     0.85     1.00
 01/31/1974_24:00     0.18     0.00     0.00     1.00     1.00
 02/28/1974_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/1974_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/1974_24:00     0.04     0.00     0.04     0.33     1.00
 05/31/1974_24:00     0.45     0.00     0.45    -0.01     0.00
 06/30/1974_24:00     0.45     0.00     0.45    -0.03     0.00
 07/31/1974_24:00     0.42     0.00     0.42    -0.01     0.00
 08/31/1974_24:00     0.31     0.00     0.31    -0.28     0.00
 09/30/1974_24:00     0.03     0.00     0.05     0.01     0.25
 10/31/1974_24:00     0.13     0.00     0.00     0.29     0.50
 11/30/1974_24:00     0.46     0.00     0.00     0.57     1.00
 12/31/1974_24:00     0.33     0.00     0.00     0.85     1.00
 01/31/1975_24:00     0.18     0.00     0.00     1.00     1.00
 02/28/1975_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/1975_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/1975_24:00     0.04     0.00     0.04     0.33     1.00
 05/31/1975_24:00     0.45     0.00     0.45    -0.01     0.00
 06/30/1975_24:00     0.45     0.00     0.45    -0.03     0.00
 07/31/1975_24:00     0.42     0.00     0.42    -0.01     0.00
 08/31/1975_24:00     0.31     0.00     0.31    -0.28     0.00
 09/30/1975_24:00     0.03     0.00     0.05     0.01     0.25
 10/31/1975_24:00     0.13     0.00     0.00     0.29     0.50
 11/30/1975_24:00     0.46     0.00     0.00     0.57     1.00
 12/31/1975_24:00     0.33     0.00     0.00     0.85     1.00
 01/31/1976_24:00     0.18     0.00     0.00     1.00     1.00
 02/29/1976_24:00     0.02     0.00     0.00     1.00     1.00
 03/31/1976_24:00     0.00     0.00     0.00     0.90     1.00
 04/30/1976_24:00     0.04     0.00     0.04     0.33     1.00
 05/31/1976_24:00     0.45     0.00     0.45    -0.01     0.00
 06/30/1976_24:00     0.45     0.00     0.45    -0.03     0.00
 07/31/1976_24:00     0.42     0.00     0.42    -0.01     0.00
 08/31/1976_24:00     0.31     0.00     0.31    -0.28     0.00
 09/30/1976_24:00     0.03     0.00     0.05     0.01     0.25
 10/31/1976_24:00     0.13     0.00     0.00     0.29     0.50
