C*******************************************************************************
C
C                  INTEGRATED WATER FLOW MODEL (IWFM)
C
C*******************************************************************************
C
C              RICE/REFUGE OPERATION FLOW RATE DATA FILE
C                         Root Zone Component
C                         *** Version 4.13 ***
C
C
C             Project:  C2VSim Coarse Grid (C2VSimCG)
C                       California Central Valley Groundwater-Surface Water Simulation Model
C             Filename: C2VSimCG_PondedCrop_Operations.dat
C             Version:  C2VSimCG v2025 
C
C*******************************************************************************
C
C  California Central Valley Groundwater-Surface Water Flow Model - Coarse Grid (C2VSimCG)
C  Copyright (C) 2003-2025
C  State of California, Department of Water Resources 
C
C  This model is free: you can redistribute it and/or modify it 
C  under the terms of the GNU General Public License as published 
C  by the Free Software Foundation, either version 3 of the License, 
C  or (at your option) any later version.
C
C  This model is distributed in the hope that it will be useful, but  
C  WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY
C  or FITNESS FOR A PARTICULAR PURPOSE. See the GNU General Public 
C  License for more details.
C
C  You should have received a copy of the GNU General Public License 
C  along with this model. If not, see (https://www.gnu.org/licenses/).
C
C  For technical support, e-mail: IWFMtechsupport@water.ca.gov 
C
C*******************************************************************************
C                           File Description
C
C   This data file contains a set of flow rates (in units of L/T) to be used for 
C   simulating the rice and refuge return flows, re-use and water application rates 
C   for non-flooded rice decomposition. These values are correlated to individual 
C   grid elements through the Rice/Refuge Data File.
C
C*******************************************************************************
C               Rice/Refuge Operation Flow Rate Data Specifications
C
C   NCOLFLW  ; Number of data columns
C   FACTFLW  ; Conversion factor for operation flow rates 
C               It is used to convert only the spatial component of the unit; 
C               DO NOT include the conversion factor for time component of the unit.
C               * e.g. Unit of depth listed in this file        = INCHES/MONTH
C                      Consistent unit used in simulation       = FT/DAY 
C                      Enter FACTOPS (INCHES/MONTH -> FT/MONTH) = 8.333333E-02 
C                       (conversion of MONTH -> DAY is performed automatically) 
C   NSPFLW   ; Number of time steps to update the operation flow rates
C               * Enter any number if time-tracking option is on
C   NFQFLW   ; Repetition frequency of the operation flow rate data 
C               * Enter 0 if full time series data is supplied
C               * Enter any number if time-tracking option is on
C   DSSFL    ; The name of the DSS file for data input 
C               * Leave blank if DSS file is not used for data input
C
C-------------------------------------------------------------------------------
C         VALUE                                      DESCRIPTION
C-------------------------------------------------------------------------------
          11                                         / NCOLFLW
          1.0                                        / FACTFLW 
          1                                          / NSPFLW 
          0                                          / NFQFLW
                                                     / DSSFL
C----------------------------------------------------------------------------------------------
C                      Rice/Refuge Operation Flow Rate Data 
C                            (READ FROM THIS FILE)
C
C   List the rice/refuge operation flow rates below, if it will not be read from
C   a DSS file (i.e. DSSFL is left blank above).
C
C   TIME ;  Time
C   FLW  ;  Operation flow rates; [L/T]
C
C-----------------------------------------------------------------------------------------------------------
C   Column              1       2       3       4       5       6       7       8       9       10      11
C                       -------------Return Flow-------------   -------------Reuse Flow--------------   NFL_Depth
C   Time                RI_FL   RI_NFL  RI_NDC  RF_SL   RF_PR   RI_FL   RI_NFL  RI_NDC  RF_SL   RF_PR   Note: Zero acreage for NFL
C-----------------------------------------------------------------------------------------------------------                                                                                                                                                                                                    
 10/31/1973_24:00        0.27    0.27    0.00    0.00    0.00    0.14    0.14    0.00    0.00    0.00    0.00
 11/30/1973_24:00        0.12    0.12    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 12/31/1973_24:00        0.09    0.09    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/1974_24:00        0.09    0.09    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 02/28/1974_24:00        0.02    0.02    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00
 03/31/1974_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/1974_24:00        0.07    0.07    0.07    0.00    0.00    0.03    0.03    0.03    0.00    0.00    0.00
 05/31/1974_24:00        0.27    0.27    0.27    0.00    0.00    0.14    0.14    0.14    0.00    0.00    0.00
 06/30/1974_24:00        0.21    0.21    0.21    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 07/31/1974_24:00        0.21    0.21    0.21    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 08/31/1974_24:00        0.17    0.17    0.17    0.00    0.00    0.08    0.08    0.09    0.00    0.00    0.00
 09/30/1974_24:00        0.03    0.03    0.03    0.00    0.00    0.02    0.02    0.02    0.00    0.00    0.00
 10/31/1974_24:00        0.29    0.29    0.00    0.00    0.00    0.15    0.15    0.00    0.00    0.00    0.00
 11/30/1974_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 12/31/1974_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/1975_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 02/28/1975_24:00        0.02    0.02    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00
 03/31/1975_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/1975_24:00        0.07    0.07    0.07    0.00    0.00    0.03    0.03    0.03    0.00    0.00    0.00
 05/31/1975_24:00        0.27    0.27    0.27    0.00    0.00    0.14    0.14    0.14    0.00    0.00    0.00
 06/30/1975_24:00        0.21    0.21    0.21    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 07/31/1975_24:00        0.21    0.21    0.21    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 08/31/1975_24:00        0.16    0.16    0.16    0.00    0.00    0.08    0.08    0.08    0.00    0.00    0.00
 09/30/1975_24:00        0.03    0.03    0.03    0.00    0.00    0.02    0.02    0.02    0.00    0.00    0.00
 10/31/1975_24:00        0.27    0.27    0.00    0.00    0.00    0.14    0.14    0.00    0.00    0.00    0.00
 11/30/1975_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 12/31/1975_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/1976_24:00        0.09    0.09    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
